scenario_id,complexity,n_tasks,feasible,scheduler,tcr,dd,srt,completed,missed,on_time
SCN_0885,high,20,False,Priority Queue,0.1,106.2,0.0,5,15,2
SCN_0120,high,20,False,Priority Queue,0.13636363636363635,129.8,2.1780008682981133,10,12,3
SCN_0352,medium,10,False,Priority Queue,0.09090909090909091,128.0,1.2539990711957216,5,6,1
SCN_0238,medium,11,False,Priority Queue,0.2727272727272727,136.25,1.721999142318964,8,3,3
SCN_0302,high,18,False,Priority Queue,0.5,94.33333333333333,0.0,12,6,9
SCN_0514,low,7,True,Priority Queue,1.0,92.16666666666667,1.2480025179684162,6,0,6
SCN_0551,high,17,False,Priority Queue,0.058823529411764705,83.33333333333333,0.0,6,11,1
SCN_0684,medium,13,False,Priority Queue,0.07692307692307693,54.0,1.9889994291588664,6,7,1
SCN_0650,low,7,True,Priority Queue,0.6,106.6,1.050001010298729,5,0,3
SCN_0852,medium,12,False,Priority Queue,0.45454545454545453,94.28571428571429,2.046001609414816,7,4,5
SCN_0704,low,8,False,Priority Queue,0.375,75.33333333333333,0.0,6,2,3
SCN_0022,medium,13,False,Priority Queue,0.07692307692307693,154.8,0.0,5,8,1
SCN_0887,high,16,False,Priority Queue,0.11764705882352941,73.875,2.741999924182892,8,9,2
SCN_0285,high,19,False,Priority Queue,0.05263157894736842,125.71428571428571,0.0,7,12,1
SCN_0810,medium,11,False,Priority Queue,0.4444444444444444,92.625,1.691998913884163,8,1,4
SCN_0997,low,6,False,Priority Queue,0.5,98.0,1.0590010788291693,5,1,3
SCN_0467,medium,13,False,Priority Queue,0.2857142857142857,65.55555555555556,2.0459998631849885,9,5,4
SCN_0502,high,19,False,Priority Queue,0.2,55.333333333333336,2.904001157730818,12,8,4
SCN_0758,low,8,False,Priority Queue,0.5,37.666666666666664,0.0,6,2,4
SCN_0335,low,8,False,Priority Queue,0.4444444444444444,46.42857142857143,0.9119999594986439,7,2,4
SCN_0538,low,5,True,Priority Queue,0.4,90.6,0.0,5,0,2
SCN_0969,medium,9,False,Priority Queue,0.375,151.5,1.529997680336237,4,4,3
SCN_0277,medium,11,False,Priority Queue,0.3333333333333333,138.0,1.398000167682767,7,5,4
SCN_0006,medium,11,False,Priority Queue,0.3333333333333333,75.71428571428571,1.9020005129277706,7,5,4
SCN_0718,low,8,False,Priority Queue,0.625,108.5,0.0,6,2,5
SCN_0871,medium,9,False,Priority Queue,0.625,97.66666666666667,1.5479978173971176,6,2,5
SCN_0941,high,15,False,Priority Queue,0.15384615384615385,152.875,2.3220002185553312,8,5,2
SCN_0417,low,5,True,Priority Queue,0.8,232.2,0.0,5,0,4
SCN_0741,low,6,True,Priority Queue,1.0,221.8,1.0440009646117687,5,0,5
SCN_0531,high,17,False,Priority Queue,0.125,83.625,2.8380006551742554,8,8,2
SCN_0798,low,5,True,Priority Queue,0.6666666666666666,228.0,0.779998954385519,2,1,2
SCN_0834,low,6,True,Priority Queue,0.8333333333333334,106.33333333333333,0.0,6,0,5
SCN_0359,low,7,False,Priority Queue,0.2857142857142857,142.66666666666666,0.0,6,1,2
SCN_0265,medium,13,False,Priority Queue,0.16666666666666666,117.4,2.1420023404061794,10,2,2
SCN_0178,low,7,True,Priority Queue,0.25,89.28571428571429,1.08000123873353,7,1,2
SCN_0746,medium,10,False,Priority Queue,0.6363636363636364,64.6,1.097997883334756,10,1,7
SCN_0982,low,7,False,Priority Queue,0.375,64.0,1.2180005433037877,6,2,3
SCN_0648,medium,9,False,Priority Queue,0.4444444444444444,86.0,1.2090004747733474,7,2,4
SCN_0813,medium,9,False,Priority Queue,0.5714285714285714,238.14285714285714,1.3559998478740454,7,0,4
SCN_0418,high,20,False,Priority Queue,0.1,115.58333333333333,0.0,12,8,2
SCN_0386,high,19,False,Priority Queue,0.15789473684210525,95.5,0.0,10,9,3
SCN_0858,high,20,False,Priority Queue,0.047619047619047616,207.57142857142858,3.635999746620655,7,14,1
SCN_0114,high,20,False,Priority Queue,0.2,101.28571428571429,0.0,7,13,4
SCN_0998,high,15,False,Priority Queue,0.4666666666666667,50.22222222222222,0.0,9,6,7
SCN_0565,medium,11,False,Priority Queue,0.1,90.71428571428571,1.806003274396062,7,3,1
SCN_0530,medium,14,False,Priority Queue,0.5384615384615384,124.0909090909091,3.2220000866800547,11,2,7
SCN_0495,medium,13,False,Priority Queue,0.2857142857142857,154.625,2.1899992134422064,8,6,4
SCN_0600,medium,13,False,Priority Queue,0.18181818181818182,45.166666666666664,3.126002848148346,6,5,2
SCN_0594,high,19,False,Priority Queue,0.10526315789473684,162.7,2.066998276859522,10,9,2
SCN_0640,medium,14,False,Priority Queue,0.46153846153846156,80.0,1.3830000534653664,10,3,6
SCN_0780,medium,14,False,Priority Queue,0.3125,95.55555555555556,2.1119986195117235,9,7,5
SCN_0153,high,15,False,Priority Queue,0.2857142857142857,74.5,2.1030002972111106,8,6,4
SCN_0401,high,19,False,Priority Queue,0.15,91.7,1.48200080730021,10,10,3
SCN_0424,medium,13,False,Priority Queue,0.21428571428571427,138.9,1.644002040848136,10,4,3
SCN_0658,high,18,False,Priority Queue,0.1,88.57142857142857,1.9469991093501449,7,13,2
SCN_0815,high,15,False,Priority Queue,0.375,95.76923076923077,1.5420012641698122,13,3,6
SCN_0315,medium,9,False,Priority Queue,0.2857142857142857,45.6,0.9720004163682461,5,2,2
SCN_0351,high,17,False,Priority Queue,0.15789473684210525,164.0,1.9980012439191341,7,12,3
SCN_0163,medium,10,True,Priority Queue,0.75,73.5,0.5700008478015661,12,0,9
SCN_0947,medium,11,False,Priority Queue,0.3,92.83333333333333,1.289999345317483,6,4,3
SCN_0744,medium,10,False,Priority Queue,0.2,97.0,1.1910020839422941,4,6,2
SCN_0311,high,19,False,Priority Queue,0.16666666666666666,145.22222222222223,2.1179986651986837,9,9,3
SCN_0682,low,8,False,Priority Queue,0.42857142857142855,78.14285714285714,0.7049983832985163,7,0,3
SCN_0271,low,7,True,Priority Queue,0.8571428571428571,101.71428571428571,0.0,7,0,6
SCN_0176,high,20,False,Priority Queue,0.14285714285714285,76.625,1.7999997362494469,8,13,3
SCN_0613,medium,9,False,Priority Queue,0.7,138.5,0.7559987716376781,8,2,7
SCN_0694,low,8,False,Priority Queue,0.5,63.4,1.1309998808428645,5,3,4
SCN_0842,low,6,True,Priority Queue,0.6666666666666666,256.0,0.953998533077538,4,2,4
SCN_0797,high,18,False,Priority Queue,0.29411764705882354,84.0,3.017998533323407,9,8,5
SCN_0868,low,8,False,Priority Queue,0.4,96.625,1.0559975635260344,8,2,4
SCN_0205,low,6,True,Priority Queue,1.0,212.6,1.0560010559856892,5,0,5
SCN_0028,low,7,True,Priority Queue,0.5714285714285714,148.42857142857142,0.6479996955022216,7,0,4
SCN_0972,medium,9,True,Priority Queue,0.5,189.0,0.8999998681247234,5,1,3
SCN_0547,low,5,True,Priority Queue,0.3333333333333333,132.33333333333334,0.7440021727234125,6,0,2
SCN_0223,high,18,False,Priority Queue,0.16666666666666666,70.85714285714286,1.7999997362494469,7,11,3
SCN_0221,high,20,False,Priority Queue,0.1,230.42857142857142,2.1780026145279408,7,13,2
SCN_0248,high,16,False,Priority Queue,0.23529411764705882,108.14285714285714,1.5420012641698122,7,10,4
